170.3,6.029,4.05,Leo,
215.1,-36.11,4.05,Cen,
216.3,51.85,4.05,Boo,
219.5,-48.57,4.05,Lup,
220.9,-34.83,4.05,   ,
227.2,-44.72,4.05,Lup,
11.83,24.27,4.06,And,
114,26.9,4.06,Gem,
254.9,-52.84,4.06,Ara,
25.92,50.69,4.07,Per,
39.87,0.3286,4.07,Cet,
74.09,13.51,4.07,Ori,
103.5,-11.96,4.07,CMa,
124.6,-75.08,4.07,Cha,
131.1,-41.35,4.07,   ,
207.4,15.8,4.07,Boo,
229.4,-57.2,4.07,Cir,
316.5,-16.77,4.07,Cap,
143.6,-58.77,4.08,   ,
164.9,-17.7,4.08,Crt,
171.2,-16.32,4.08,Crt,
214,-5.999,4.08,Vir,
320.5,19.8,4.08,Peg,
325.9,58.78,4.08,Cep,
24.2,41.41,4.09,And,
35.44,-67.34,4.09,Hyi,
45.6,-22.38,4.09,Eri,
84.23,9.291,4.09,Ori,
237.2,18.14,4.09,Ser,
40.17,-38.14,4.11,Eri,
39.9,-67.73,4.11,Hyi,
52.72,12.94,4.11,Tau,
117.3,-45.63,4.11,   ,
158.9,-77.39,4.11,Cha,
176.6,-60.82,4.11,   ,
184.4,-66.04,4.11,Mus,
234.2,-65.68,4.11,TrA,
287.4,-36.1,4.11,CrA,
287.5,-38.66,4.11,CrA,
313,-25.08,4.11,Cap,
337.4,-42.25,4.11,Gru,
41.05,49.23,4.12,Per,
90.6,9.648,4.12,Ori,
105.9,-14.37,4.12,CMa,
147.9,-13.15,4.12,Hya,
181.3,8.733,4.12,Vir,
345.2,-51.25,4.12,Gru,
277.2,-48.93,4.13,Tel,
298.8,-40.13,4.13,Sgr,
326.2,25.65,4.13,Peg,
334,37.75,4.13,Lac,
355,5.626,4.13,Psc,
63.72,48.41,4.14,Per,
80.99,-6.192,4.14,Ori,
129.4,-41.01,4.14,   ,
233.2,31.36,4.14,CrB,
311.5,-24.73,4.14,Cap,
355.1,44.33,4.14,And,
97.24,20.21,4.15,Gem,
108,0.4928,4.15,Mon,
181.7,-63.39,4.15,Cru,
238.5,-15.27,4.15,Lib,
239.4,26.88,4.15,CrB,
341.5,-80.62,4.15,Oct,
8.25,62.93,4.16,Cas,
91.03,23.26,4.16,Gem,
129.4,5.704,4.16,Hya,
249.1,-34.74,4.16,   ,
334.2,-6.217,4.16,Aqr,
57.36,-35.8,4.17,   ,
261.6,-23.82,4.17,Oph,
340.2,-26.96,4.17,PsA,
56.58,23.95,4.18,Tau,
112.3,31.78,4.18,Gem,
214.1,46.09,4.18,Boo,
207.4,-33.55,4.19,Cen,
213.2,-9.726,4.19,Vir,
281.4,20.55,4.19,Her,
333.8,57.04,4.19,Cep,
341.7,12.17,4.19,Peg,
82.7,5.948,4.2,Ori,
119.2,-21.12,4.2,Pup,
248.5,42.44,4.2,Her,
52.27,59.94,4.21,   ,
85.19,-0.05722,4.21,Ori,
157,36.71,4.21,LMi,
344,-31.46,4.21,PsA,
349,-8.912,4.21,Aqr,
66.34,22.29,4.22,Tau,
275.2,71.34,4.22,Dra,
281.8,-3.252,4.22,Sct,
283.1,-61.81,4.22,Pav,
307.4,62.99,4.22,Cep,
311.4,30.72,4.22,Cyg,
321.6,-64.63,4.22,Pav,
348.6,-5.951,4.22,Aqr,
5.018,-63.13,4.23,Tuc,
42.65,38.32,4.23,Per,
54.12,48.19,4.23,Per,
56.71,-22.75,4.23,Eri,
206.4,-32.96,4.23,Cen,
241.6,-35.2,4.23,Lup,
247.8,-33.3,4.23,   ,
251.5,82.04,4.23,UMi,
297.6,32.91,4.23,Cyg,
319.4,39.39,4.23,Cyg,
326.7,49.31,4.23,Cyg,
118.3,-47.9,4.24,   ,
250.8,-76.48,4.24,Aps,
304.4,-11.49,4.24,Cap,
17.19,86.26,4.25,   ,
17.38,47.24,4.25,And,
36.75,-46.3,4.25,Eri,
41.03,-12.14,4.25,Cet,
64.01,-50.51,4.25,Dor,
69.17,41.26,4.25,Per,
68.91,10.16,4.25,Tau,
125.7,43.19,4.25,Lyn,
134.6,11.86,4.25,Cnc,
156.8,-30.93,4.25,Ant,
216.9,75.7,4.25,UMi,
26.35,9.158,4.26,Psc,
89.98,45.94,4.26,Aur,
184.6,-78.69,4.26,Cha,
188.4,41.36,4.26,CVn,
198,27.88,4.26,Com,
210.4,1.544,4.26,Vir,
242.2,44.94,4.26,Her,
265.4,-11.12,4.26,Ser,
41.24,10.11,4.27,Cet,
49.98,-42.93,4.27,   ,
53.45,-20.37,4.27,Eri,
69.54,12.51,4.27,Tau,
77.29,-7.246,4.27,Eri,
122.4,-46.65,4.27,Vel,
193.4,-39.82,4.27,   ,
196.7,-48.09,4.27,Cen,
229.6,-46.13,4.27,Lup,
311.7,16.12,4.27,Del,
331.6,-12.13,4.27,Aqr,
15.74,7.89,4.28,Psc,
37.04,8.46,4.28,Cet,
54.22,0.4017,4.28,Tau,
66.58,22.81,4.28,Tau,
70.56,22.96,4.28,Tau,
115.8,28.88,4.28,Gem,
159.8,-54.4,4.28,   ,
178.2,-32.09,4.28,Hya,
247.8,-15.39,4.28,Oph,
320.6,-15.17,4.28,Cap,
346.7,-42.48,4.28,Gru,
352,6.379,4.28,Psc,
61.65,50.35,4.29,Per,
63.88,8.892,4.29,Tau,
66.37,17.93,4.29,Tau,
73.51,66.34,4.29,Cam,
79.89,-12.82,4.29,Lep,
144.3,81.33,4.29,   ,
261.8,-28.13,4.29,Oph,
264.1,-37.36,4.29,   ,
290.8,-43.2,4.29,Sgr,
326.4,61.12,4.29,Cep,
330.9,64.63,4.29,Cep,
332.5,33.18,4.29,Peg,
337.9,-31.65,4.29,PsA,
354.5,43.27,4.29,And,
56.3,24.47,4.3,Tau,
130.8,3.399,4.3,Hya,
174.2,0.8239,4.3,Leo,
283.6,36.9,4.3,Lyr,
303.3,56.57,4.3,Cyg,
14.65,-28.64,4.31,Scl,
142.9,22.97,4.31,Leo,
188,-15.8,4.31,Crv,
231.1,37.38,4.31,Boo,
70.11,-18.33,4.32,Eri,
